Date,DeviceSerialNumber,SensorType,Value,Unit,Status
2021-12-28 00:00,CH20211110,Humidity,44,%,good
2021-12-28 00:05,CH20211110,Humidity,43.9,%,good
2021-12-28 00:10,CH20211110,Humidity,43.8,%,good
2021-12-28 00:15,CH20211110,Humidity,43.7,%,good
2021-12-28 00:20,CH20211110,Humidity,43.7,%,good
2021-12-28 00:25,CH20211110,Humidity,43.5,%,good
2021-12-28 00:30,CH20211110,Humidity,43.5,%,good
2021-12-28 00:35,CH20211110,Humidity,43.5,%,good
2021-12-28 00:40,CH20211110,Humidity,43.4,%,good
2021-12-28 00:45,CH20211110,Humidity,43.2,%,good
2021-12-28 00:50,CH20211110,Humidity,43,%,good
2021-12-28 00:55,CH20211110,Humidity,42.7,%,good
2021-12-28 01:00,CH20211110,Humidity,42.8,%,good
2021-12-28 01:05,CH20211110,Humidity,42.8,%,good
2021-12-28 01:10,CH20211110,Humidity,42.7,%,good
2021-12-28 01:15,CH20211110,Humidity,42.8,%,good
2021-12-28 01:20,CH20211110,Humidity,42.7,%,good
2021-12-28 01:25,CH20211110,Humidity,42.7,%,good
2021-12-28 01:30,CH20211110,Humidity,42.7,%,good
2021-12-28 01:35,CH20211110,Humidity,42.6,%,good
2021-12-28 01:40,CH20211110,Humidity,42.5,%,good
2021-12-28 01:45,CH20211110,Humidity,42.5,%,good
2021-12-28 01:50,CH20211110,Humidity,42.4,%,good
2021-12-28 01:55,CH20211110,Humidity,42.4,%,good
2021-12-28 02:00,CH20211110,Humidity,42.4,%,good
2021-12-28 02:05,CH20211110,Humidity,42.4,%,good
2021-12-28 02:10,CH20211110,Humidity,42.4,%,good
2021-12-28 02:15,CH20211110,Humidity,42.5,%,good
2021-12-28 02:20,CH20211110,Humidity,42.6,%,good
2021-12-28 02:25,CH20211110,Humidity,42.6,%,good
2021-12-28 02:30,CH20211110,Humidity,42.7,%,good
2021-12-28 02:35,CH20211110,Humidity,42.9,%,good
2021-12-28 02:40,CH20211110,Humidity,43,%,good
2021-12-28 02:45,CH20211110,Humidity,43.2,%,good
2021-12-28 02:50,CH20211110,Humidity,43.1,%,good
2021-12-28 02:55,CH20211110,Humidity,43.1,%,good
2021-12-28 03:00,CH20211110,Humidity,43.1,%,good
2021-12-28 03:05,CH20211110,Humidity,43.1,%,good
2021-12-28 03:10,CH20211110,Humidity,43.1,%,good
2021-12-28 03:15,CH20211110,Humidity,43.2,%,good
2021-12-28 03:20,CH20211110,Humidity,43.1,%,good
2021-12-28 03:25,CH20211110,Humidity,43.2,%,good
2021-12-28 03:30,CH20211110,Humidity,43.1,%,good
2021-12-28 03:35,CH20211110,Humidity,43.1,%,good
2021-12-28 03:40,CH20211110,Humidity,43.2,%,good
2021-12-28 03:45,CH20211110,Humidity,43.3,%,good
2021-12-28 03:50,CH20211110,Humidity,43.2,%,good
2021-12-28 03:55,CH20211110,Humidity,43,%,good
2021-12-28 04:00,CH20211110,Humidity,42.9,%,good
2021-12-28 04:05,CH20211110,Humidity,42.9,%,good
2021-12-28 04:10,CH20211110,Humidity,42.9,%,good
2021-12-28 04:15,CH20211110,Humidity,42.8,%,good
2021-12-28 04:20,CH20211110,Humidity,42.8,%,good
2021-12-28 04:25,CH20211110,Humidity,42.9,%,good
2021-12-28 04:30,CH20211110,Humidity,42.9,%,good
2021-12-28 04:35,CH20211110,Humidity,42.9,%,good
2021-12-28 04:40,CH20211110,Humidity,42.9,%,good
2021-12-28 04:45,CH20211110,Humidity,42.9,%,good
2021-12-28 04:50,CH20211110,Humidity,42.8,%,good
2021-12-28 04:55,CH20211110,Humidity,42.8,%,good
2021-12-28 05:00,CH20211110,Humidity,42.7,%,good
2021-12-28 05:05,CH20211110,Humidity,42.7,%,good
2021-12-28 05:10,CH20211110,Humidity,42.6,%,good
2021-12-28 05:15,CH20211110,Humidity,42.6,%,good
2021-12-28 05:20,CH20211110,Humidity,42.6,%,good
2021-12-28 05:25,CH20211110,Humidity,42.5,%,good
2021-12-28 05:30,CH20211110,Humidity,42.4,%,good
2021-12-28 05:35,CH20211110,Humidity,42.5,%,good
2021-12-28 05:40,CH20211110,Humidity,42.5,%,good
2021-12-28 05:45,CH20211110,Humidity,42.5,%,good
2021-12-28 05:50,CH20211110,Humidity,42.5,%,good
2021-12-28 05:55,CH20211110,Humidity,42.5,%,good
2021-12-28 06:00,CH20211110,Humidity,42.5,%,good
2021-12-28 06:05,CH20211110,Humidity,42.5,%,good
2021-12-28 06:10,CH20211110,Humidity,42.5,%,good
2021-12-28 06:15,CH20211110,Humidity,42.6,%,good
2021-12-28 06:20,CH20211110,Humidity,42.6,%,good
2021-12-28 06:25,CH20211110,Humidity,42.7,%,good
2021-12-28 06:30,CH20211110,Humidity,42.7,%,good
2021-12-28 06:35,CH20211110,Humidity,42.8,%,good
2021-12-28 06:40,CH20211110,Humidity,42.9,%,good
2021-12-28 06:45,CH20211110,Humidity,43,%,good
2021-12-28 06:50,CH20211110,Humidity,43,%,good
2021-12-28 06:55,CH20211110,Humidity,43,%,good
2021-12-28 07:00,CH20211110,Humidity,43,%,good
2021-12-28 07:05,CH20211110,Humidity,43,%,good
2021-12-28 07:10,CH20211110,Humidity,43,%,good
2021-12-28 07:15,CH20211110,Humidity,43.1,%,good
