Date,DeviceSerialNumber,SensorType,Value,Unit,Status
2021-12-28T0:00,CH20211110,Humidity,44,%,good
2021-12-28T0:05,CH20211110,Humidity,43.9,%,good
2021-12-28T0:10,CH20211110,Humidity,43.8,%,good
2021-12-28T0:15,CH20211110,Humidity,43.7,%,good
2021-12-28T0:20,CH20211110,Humidity,43.7,%,good
2021-12-28T0:25,CH20211110,Humidity,43.5,%,good
2021-12-28T0:30,CH20211110,Humidity,43.5,%,good
2021-12-28T0:35,CH20211110,Humidity,43.5,%,good
2021-12-28T0:40,CH20211110,Humidity,43.4,%,good
2021-12-28T0:45,CH20211110,Humidity,43.2,%,good
2021-12-28T0:50,CH20211110,Humidity,43,%,good
2021-12-28T0:55,CH20211110,Humidity,42.7,%,good
2021-12-28T10:00,CH20211110,Humidity,45.5,%,good
2021-12-28T10:05,CH20211110,Humidity,45.5,%,good
2021-12-28T10:10,CH20211110,Humidity,45.5,%,good
2021-12-28T10:15,CH20211110,Humidity,45.5,%,good
2021-12-28T10:20,CH20211110,Humidity,45.5,%,good
2021-12-28T10:25,CH20211110,Humidity,45.6,%,good
2021-12-28T10:30,CH20211110,Humidity,45.6,%,good
2021-12-28T10:35,CH20211110,Humidity,45.7,%,good
2021-12-28T10:40,CH20211110,Humidity,45.8,%,good
2021-12-28T10:45,CH20211110,Humidity,46,%,good
2021-12-28T10:50,CH20211110,Humidity,46,%,good
2021-12-28T10:55,CH20211110,Humidity,46.1,%,good
2021-12-28T11:00,CH20211110,Humidity,46.1,%,good
2021-12-28T11:05,CH20211110,Humidity,46.1,%,good
2021-12-28T11:10,CH20211110,Humidity,45.9,%,good
2021-12-28T11:15,CH20211110,Humidity,45.8,%,good
2021-12-28T11:20,CH20211110,Humidity,45.9,%,good
2021-12-28T11:25,CH20211110,Humidity,46.4,%,good
2021-12-28T11:30,CH20211110,Humidity,46.6,%,good
2021-12-28T11:35,CH20211110,Humidity,46.7,%,good
2021-12-28T11:40,CH20211110,Humidity,46.7,%,good
2021-12-28T11:45,CH20211110,Humidity,46.8,%,good
2021-12-28T11:50,CH20211110,Humidity,47,%,good
2021-12-28T11:55,CH20211110,Humidity,47.2,%,good
2021-12-28T12:00,CH20211110,Humidity,47.3,%,good
2021-12-28T12:05,CH20211110,Humidity,47.5,%,good
2021-12-28T12:10,CH20211110,Humidity,47.3,%,good
2021-12-28T12:15,CH20211110,Humidity,47.1,%,good
2021-12-28T12:20,CH20211110,Humidity,46.9,%,good
2021-12-28T12:25,CH20211110,Humidity,46.6,%,good
2021-12-28T12:30,CH20211110,Humidity,46.4,%,good
2021-12-28T12:35,CH20211110,Humidity,46.2,%,good
2021-12-28T12:40,CH20211110,Humidity,46,%,good
2021-12-28T12:45,CH20211110,Humidity,45.8,%,good
2021-12-28T12:50,CH20211110,Humidity,45.7,%,good
2021-12-28T12:55,CH20211110,Humidity,45.6,%,good
2021-12-28T13:00,CH20211110,Humidity,45.8,%,good
2021-12-28T13:05,CH20211110,Humidity,45.9,%,good
2021-12-28T13:15,CH20211110,Humidity,46.5,%,good
2021-12-28T13:20,CH20211110,Humidity,47.1,%,good
2021-12-28T13:25,CH20211110,Humidity,47.2,%,error
2021-12-28T13:30,CH20211110,Humidity,47.2,%,error
2021-12-28T13:35,CH20211110,Humidity,47.2,%,error
2021-12-28T13:40,CH20211110,Humidity,47.2,%,error
2021-12-28T13:45,CH20211110,Humidity,50.8,%,error
2021-12-28T13:50,CH20211110,Humidity,50.8,%,error
2021-12-28T13:55,CH20211110,Humidity,50.8,%,error
